School_name,Latitude,Longitude,Selective_school
Ropes Crossing Public School,-33.734589,150.781136,Not Selective
Elderslie Public School,-34.054473,150.721773,Not Selective
Middleton Grange Public School,-33.917335,150.848199,Not Selective
John Palmer Public School,-33.708897,150.910328,Not Selective
Tullimbar Public School,-34.575901,150.751792,Not Selective
Wilton Public School,-34.229782,150.686362,Not Selective
Oran Park Public School,-34.008656,150.7331999,Not Selective
Marie Bashir Public School,-33.875168,151.079424,Not Selective
Riverbank Public School,-33.703959,150.899525,Not Selective
Lake Cathie Public School,-31.570257,152.826093,Not Selective
Victoria Avenue Public School,-33.847748,151.083379,Not Selective
Anzac Park Public School,-33.826566,151.210731,Not Selective
Spring Farm Public School,-34.069638,150.714957,Not Selective
Arncliffe West Infants School,-33.931832,151.14516,Not Selective
Australia Street Infants School,-33.895783,151.177607,Not Selective
Canterbury South Public School,-33.917776,151.116013,Not Selective
Taverners Hill Infants School,-33.888955,151.157199,Not Selective
Ferncourt Public School,-33.921393,151.151497,Not Selective
Glen Innes West Infants School,-29.738734,151.723882,Not Selective
Harcourt Public School,-33.90897,151.095803,Not Selective
Yeo Park Infants School,-33.902692,151.130055,Not Selective
Merrylands East Public School,-33.841954,150.98929,Not Selective
Nillo Infants School,-32.727541,151.559611,Not Selective
Russell Lea Public School,-33.861418,151.142572,Not Selective
Stanford Merthyr Infants School,-32.823423,151.495438,Not Selective
Kyeemagh Infants School,-33.94902,151.162305,Not Selective
Bardwell Park Infants School,-33.933428,151.12555,Not Selective
Casino West Public School,-28.85478,153.036779,Not Selective
Sefton Infants School,-33.889237,151.009588,Not Selective
Hornsby South Public School,-33.713499,151.095148,Not Selective
Hurstville Grove Infants School,-33.973128,151.090536,Not Selective
Beauty Point Public School,-33.812008,151.241883,Not Selective
Lansvale Public School,-33.890977,150.953555,Not Selective
Granville East Public School,-33.84827,151.009981,Not Selective
Westlawn Public School,-29.670687,152.929873,Not Selective
Mount Lewis Infants School,-33.916084,151.04976,Not Selective
Mulyan Public School,-33.822374,148.687266,Not Selective
Bankstown South Infants School,-33.93123,151.038402,Not Selective
New Lambton Heights Infants School,-32.934855,151.688027,Not Selective
Homebush West Public School,-33.866461,151.06671,Not Selective
Cardiff North Public School,-32.937812,151.665723,Not Selective
Bletchington Public School,-33.268526,149.10357,Not Selective
Heathcote East Public School,-34.082071,151.020259,Not Selective
School of the Air,-31.945382,141.472,Not Selective
Glenfield Park School,-33.967931,150.878601,Not Selective
Fisher Road School,-33.746131,151.287466,Not Selective
Cromehurst School,-33.773952,151.172207,Not Selective
Rowland Hassall School,-33.817205,151.010682,Not Selective
John Brotchie Nursery School,-33.942627,151.196138,Not Selective
Field of Mars Environmental Education Centre,-33.816092,151.132849,Not Selective
Camden Park Environmental Education Centre,-34.120004,150.709685,Not Selective
Georges River Environmental Education Centre,-33.910278,150.961511,Not Selective
Putland School,-33.764297,150.750385,Not Selective
Dorchester School,-34.088474,150.826331,Not Selective
Girrakool School,-33.4237,151.296,Not Selective
Wetlands Environmental Education Centre,-32.876107,151.696132,Not Selective
Tallowood School,-33.707054,150.95217,Not Selective
Green Square School,-33.904025,151.203108,Not Selective
Royal Far West School,-33.798519,151.288476,Not Selective
Beverley Park School,-34.062208,150.824219,Not Selective
Newcastle Senior School,-32.909171,151.723388,Not Selective
St George Hospital School,-33.96671,151.13399,Not Selective
Stewart House School,-33.77349,151.29131,Not Selective
Centennial Park School,-33.910564,151.243184,Not Selective
St George School,-33.969055,151.137532,Not Selective
Broderick Gillawarna School,-33.942493,151.015897,Not Selective
Arndell School,-33.803223,151.125535,Not Selective
Bridge Road School,-33.887445,151.175254,Not Selective
Royal Prince Alfred Hospital School,-33.889314,151.180245,Not Selective
Royal North Shore Hospital School,-33.820685,151.19079,Not Selective
Sydney Childrens Hospital School,-33.919053,151.239067,Not Selective
Sutherland Hospital School,-34.038034,151.114597,Not Selective
Bankstown Hospital School,-33.933446,151.021069,Not Selective
Willans Hill School,-35.126266,147.369416,Not Selective
Illawarra Hospital School,-34.424793,150.883935,Not Selective
Liverpool Hospital School,-33.919912,150.931084,Not Selective
John Hunter Hospital School,-32.921378,151.697398,Not Selective
Redbank School,-33.800809,150.987659,Not Selective
Fowler Road School,-33.841497,150.975533,Not Selective
Passfield Park School,-34.027163,150.852353,Not Selective
Wangee Park School,-33.908248,151.095881,Not Selective
Bullimbal School,-31.075417,150.9209,Not Selective
Caldera School,-28.207696,153.538777,Not Selective
Casuarina School,-33.677516,150.866346,Not Selective
Cook School,-34.041709,151.052545,Not Selective
Highlands School,-34.455042,150.477057,Not Selective
Mian School,-32.251353,148.606555,Not Selective
Naremburn School,-33.819372,151.200343,Not Selective
The Beach School,-33.772011,151.262488,Not Selective
Parry School,-31.092212,150.916851,Not Selective
Karningul School,-33.88501,151.023804,Not Selective
Wakefield School,-32.956712,151.56443,Not Selective
Verona School,-33.868235,150.9709,Not Selective
Cairnsfoot School,-33.95457,151.152168,Not Selective
Woniora Road School,-33.971003,151.103173,Not Selective
Carenne School,-33.426015,149.565755,Not Selective
William Rose School,-33.769095,150.937493,Not Selective
Minerva School,-34.034965,151.058739,Not Selective
Kurrambee School,-33.766384,150.758912,Not Selective
Anson Street School,-33.296478,149.097489,Not Selective
Glenvale School,-33.40658,151.335729,Not Selective
Mainsbridge School,-33.925783,150.907516,Not Selective
Wairoa School,-33.886632,151.278496,Not Selective
Lawrence Hargrave School,-33.908215,150.935355,Not Selective
Holroyd School,-33.828906,150.981664,Not Selective
The Crescent School,-34.744593,149.710549,Not Selective
Coreen School,-33.77315,150.911039,Not Selective
Halinda School,-33.75902,150.807065,Not Selective
Niland School,-33.736791,150.813357,Not Selective
Para Meadows School,-34.411196,150.888605,Not Selective
Bates Drive School,-34.022243,151.08527,Not Selective
Palm Avenue School,-33.80257496,150.9851858,Not Selective
Caroline Chisholm School,-33.936108,151.02521,Not Selective
Wewak Street School,-36.058451,146.929575,Not Selective
Rivendell School,-33.832948,151.09845,Not Selective
Clarke Road School,-33.712072,151.095647,Not Selective
Arranounbai School,-33.756784,151.241291,Not Selective
Peterborough School,-34.555992,150.854963,Not Selective
Wooglemai Environmental Education Centre,-34.134567,150.499162,Not Selective
Karonga School,-33.770806,151.06064,Not Selective
Gadara School,-35.316654,148.232519,Not Selective
Sir Eric Woodward Memorial School,-33.719579,151.179755,Not Selective
Bournda Environmental Education Centre,-36.7908,149.92712,Not Selective
Thalgarrah Environmental Education Centre,-30.447933,151.82475,Not Selective
Wambangalang Environmental Education Centre,-32.48798,148.554792,Not Selective
Awabakal Environmental Education Centre,-32.990629,151.716639,Not Selective
Dorroughby Environmental Education Centre,-28.656556,153.35174,Not Selective
Tangara School,-34.451869,150.469424,Not Selective
G S Kidd Memorial School,-30.991687,150.252499,Not Selective
Lakeside School,-32.983678,151.692016,Not Selective
Hunter River Community School,-32.765018,151.612507,Not Selective
The Hills School,-33.779745,151.003951,Not Selective
Wilson Park School,-28.831923,153.293313,Not Selective
Longneck Lagoon Environmental Education Centre,-33.576219,150.892806,Not Selective
Royal National Park Environmental Education Centre,-34.06282,151.057682,Not Selective
Brewongle Environmental Education Centre,-33.48167,150.891511,Not Selective
Sandon Public School,-30.497063,151.65599,Not Selective
Havenlee School,-34.855204,150.576325,Not Selective
Kalinda School,-34.293126,146.035366,Not Selective
Newcastle Middle School,-32.90943,151.720351,Not Selective
Carinya School,-33.973766,151.082222,Not Selective
Newcastle Junior School,-32.95885,151.680211,Not Selective
Shepherds Park School,-35.130108,147.344225,Not Selective
Les Powell School,-33.90434,150.91237,Not Selective
Lucas Gardens School,-33.868438,151.113666,Not Selective
Gibberagong Environmental Education Centre,-33.667445,151.14174,Not Selective
Mary Brooksbank School,-34.09782,150.792742,Not Selective
Five Islands School,-32.974054,151.611684,Not Selective
Gralee School,-34.563497,146.412229,Not Selective
Cascade Environmental Education Centre,-30.233457,152.789665,Not Selective
Warrumbungle National Park Environmental Education Centre,-31.25459,148.981077,Not Selective
Riverina Environmental Education Centre,-35.124919,147.316837,Not Selective
Campbell House School,-33.968196,150.882009,Not Selective
Holman Place School,-33.824253,148.694013,Not Selective
Edgeware School,-33.913582,151.131342,Not Selective
Kotara School,-32.94283,151.700379,Not Selective
Rumbalara Environmental Education Centre,-33.428082,151.347464,Not Selective
Botany Bay Environmental Education Centre,-34.003706,151.221169,Not Selective
Illawarra Environmental Education Centre,-34.610625,150.854786,Not Selective
Kandeer School,-36.062278,146.927949,Not Selective
Observatory Hill Environmental Education Centre,-33.860863,151.204832,Not Selective
Ajuga School,-33.969521,150.878033,Not Selective
Budawang School,-35.34971,150.471311,Not Selective
Red Hill Environmental Education Centre,-32.364632,149.536274,Not Selective
The Childrens Hospital School,-33.802243,150.991834,Not Selective
Penrith Lakes Environmental Education Centre,-33.728553,150.686511,Not Selective
Lomandra School,-34.06173,150.824344,Not Selective
Plumpton House School,-33.75029,150.840732,Not Selective
HopeTown School,-33.280982,151.448585,Not Selective
Induna School,-29.722447,152.94639,Not Selective
Lincoln School,-32.2313,148.5784,Not Selective
The Bidgee School,-35.124587,147.364173,Not Selective
Canterbury Vale School,-33.915685,151.074514,Not Selective
North Gosford Learning Centre,-33.416874,151.35037,Not Selective
Penrith Valley Learning Centre,-33.766114,150.7567,Not Selective
Barwon Learning Centre,-29.482103,149.842223,Not Selective
Coffs Harbour Learning Centre,-30.347588,153.071794,Not Selective
Woodberry Learning Centre,-32.791554,151.671217,Not Selective
The Ponds School,-33.698,150.911601,Not Selective
George Bass School,-33.898788,150.9949744,Not Selective
Fernhill School,-33.796286238,150.676955842,Not Selective
Canowindra Public School,-33.566198,148.664921,Not Selective
Carlingford Public School,-33.780094,151.055153,Not Selective
Gloucester Public School,-32.010211,151.961099,Not Selective
Manilla Central School,-30.750947,150.728435,Not Selective
Orange Public School,-33.286264,149.096584,Not Selective
Plattsburg Public School,-32.896354,151.669186,Not Selective
Scone Public School,-32.049446,150.863855,Not Selective
Wingham Public School,-31.863383,152.350225,Not Selective
Dorrigo Public School,-30.343091,152.71033,Not Selective
Arncliffe Public School,-33.94054,151.14755,Not Selective
Auburn Public School,-33.854,151.032953,Not Selective
Balmain Public School,-33.859166,151.183417,Not Selective
Bankstown Public School,-33.921122,151.034168,Not Selective
Bexley Public School,-33.947687,151.128861,Not Selective
Bondi Public School,-33.892625,151.264753,Not Selective
Bourke Street Public School,-33.890534,151.215737,Not Selective
Chatswood Public School,-33.798242,151.17759,Not Selective
Croydon Public School,-33.879793,151.114887,Not Selective
Croydon Park Public School,-33.894695,151.108395,Not Selective
Daceyville Public School,-33.929548,151.227984,Not Selective
Darlinghurst Public School,-33.878599,151.223432,Not Selective
Eastwood Public School,-33.792743,151.078474,Not Selective
Gardeners Road Public School,-33.920643,151.198034,Not Selective
Glebe Public School,-33.883685,151.19097,Not Selective
Hamilton Public School,-32.924141,151.74331,Not Selective
Kurri Kurri Public School,-32.821099,151.478156,Not Selective
Leichhardt Public School,-33.88427,151.15814,Not Selective
Liverpool Public School,-33.923572,150.925924,Not Selective
Maroubra Junction Public School,-33.936072,151.236652,Not Selective
Mosman Public School,-33.828052,151.241198,Not Selective
Newtown Public School,-33.899991,151.179405,Not Selective
Paddington Public School,-33.887603,151.230188,Not Selective
Rozelle Public School,-33.862581,151.169749,Not Selective
Stanmore Public School,-33.895506,151.165283,Not Selective
Woollahra Public School,-33.886379,151.24119,Not Selective
Rosehill Public School,-33.824229,151.018376,Not Selective
Woy Woy Public School,-33.491705,151.328247,Not Selective
Albury High School,-36.072846,146.915442,Not Selective
Armidale High School,-30.519371,151.650348,Partially Selective
"Denison College of Secondary Education, Bathurst High Campus",-33.413383,149.569679,Not Selective
Bowral High School,-34.488816,150.423432,Not Selective
Broken Hill High School,-31.960105,141.456986,Not Selective
Canterbury Boys High School,-33.904178,151.123884,Not Selective
Cessnock High School,-32.842954,151.368528,Not Selective
Coffs Harbour High School,-30.305319,153.135846,Not Selective
Dubbo College Senior Campus,-32.233022,148.625549,Not Selective
Farrer Memorial Agricultural High School,-31.138453,150.979996,Fully Selective
Glen Innes High School,-29.744294,151.742487,Not Selective
Gosford High School,-33.417183,151.341388,Fully Selective
Goulburn High School,-34.746861,149.711241,Not Selective
Grafton High School,-29.682105,152.932509,Partially Selective
Griffith High School,-34.292249,146.039628,Not Selective
Hay War Memorial High School,-34.504747,144.839262,Not Selective
Hornsby Girls High School,-33.706627,151.101083,Fully Selective
Hurlstone Agricultural High School,-33.970383,150.893629,Fully Selective
Inverell High School,-29.765729,151.110782,Not Selective
Kempsey High School,-31.06806,152.824202,Not Selective
"The Rivers Secondary College, Lismore High Campus",-28.820823,153.297294,Not Selective
Lithgow High School,-33.485739,150.166271,Not Selective
Maitland High School,-32.747365,151.597333,Not Selective
Maitland Grossmann High School,-32.743453,151.591504,Not Selective
Mudgee High School,-32.597793,149.583627,Not Selective
Murwillumbah High School,-28.336032,153.391648,Not Selective
North Sydney Boys High School,-33.829336,151.207734,Fully Selective
North Sydney Girls High School,-33.830244,151.203447,Fully Selective
Orange High School,-33.280352,149.084361,Not Selective
Parramatta High School,-33.817883,150.996083,Partially Selective
St George Girls High School,-33.959073,151.136035,Fully Selective
Sydney Boys High School,-33.892165,151.218904,Fully Selective
Sydney Girls High School,-33.894191,151.220371,Fully Selective
Tamworth High School,-31.105768,150.916936,Not Selective
Taree High School,-31.909866,152.46386,Not Selective
Sydney Technical High School,-33.963075,151.114342,Fully Selective
Wagga Wagga High School,-35.124438,147.364366,Not Selective
Wollongong High School of the Performing Arts,-34.406432,150.889188,Not Selective
Yanco Agricultural High School,-34.632239,146.383678,Fully Selective
Parkes High School,-33.138824,148.180256,Not Selective
Conservatorium High School,-33.863407,151.21408,Not Selective
Cowra High School,-33.814136,148.688347,Not Selective
Katoomba High School,-33.727402,150.314399,Not Selective
Homebush Boys High School,-33.866059,151.077132,Not Selective
Burwood Girls High School,-33.875318,151.113036,Not Selective
Casino High School,-28.845167,153.0437,Not Selective
Young High School,-34.317142,148.291705,Not Selective
Leeton High School,-34.54684,146.405976,Not Selective
Narrandera High School,-34.74421,146.567177,Not Selective
Willoughby Girls High School,-33.803128,151.199957,Not Selective
Randwick Boys High School,-33.924712,151.238771,Not Selective
Macksville High School,-30.714945,152.91701,Not Selective
Penrith High School,-33.756721,150.706537,Fully Selective
Muswellbrook High School,-32.268737,150.897592,Not Selective
Bega High School,-36.678459,149.838766,Not Selective
Wyong High School,-33.281328,151.417918,Not Selective
Temora High School,-34.441897,147.539525,Not Selective
Strathfield Girls High School,-33.873901,151.084571,Not Selective
Narrabri High School,-30.335548,149.78267,Not Selective
Kiama High School,-34.68066,150.847197,Not Selective
Wauchope High School,-31.450894,152.731158,Not Selective
Quirindi High School,-31.501631,150.680087,Not Selective
Liverpool Girls High School,-33.917986,150.931475,Not Selective
Kurri Kurri High School,-32.810142,151.486294,Not Selective
Richmond High School,-33.600535,150.746715,Not Selective
Junee High School,-34.869115,147.592765,Not Selective
Campbelltown Performing Arts High School,-34.060108,150.822959,Not Selective
Punchbowl Boys High School,-33.924027,151.052954,Not Selective
Liverpool Boys High School,-33.917157,150.93154,Not Selective
East Hills Girls Technology High School,-33.956866,150.992016,Not Selective
Gunnedah High School,-30.982637,150.248768,Not Selective
Kyogle High School,-28.625772,153.001529,Not Selective
Cootamundra High School,-34.635419,148.017191,Not Selective
Corrimal High School,-34.374243,150.91071,Not Selective
Mullumbimby High School,-28.558569,153.494604,Not Selective
Forbes High School,-33.364596,148.011352,Not Selective
Ballina High School,-28.866603,153.565058,Not Selective
Monaro High School,-36.216655,149.134021,Not Selective
Wellington High School,-32.546677,148.947815,Not Selective
Nowra High School,-34.872966,150.609361,Not Selective
Singleton High School,-32.569684,151.177593,Not Selective
Belmont High School,-33.027147,151.660114,Not Selective
Dapto High School,-34.499054,150.785868,Not Selective
Illawarra Sports High School,-34.480849,150.853331,Not Selective
East Hills Boys High School,-33.957229,150.994115,Not Selective
Hunters Hill High School,-33.832696,151.148509,Not Selective
Cheltenham Girls High School,-33.75627,151.074096,Not Selective
Cabramatta High School,-33.901422,150.928913,Not Selective
Lake Macquarie High School,-32.975553,151.613863,Not Selective
Normanhurst Boys High School,-33.721475,151.101466,Fully Selective
Birrong Boys High School,-33.894047,151.025024,Not Selective
"The Rivers Secondary College, Richmond River High Campus",-28.798765,153.279612,Not Selective
Picton High School,-34.194467,150.608418,Not Selective
Queanbeyan High School,-35.353243,149.220484,Not Selective
Camden High School,-34.0768,150.6785,Not Selective
Deniliquin High School,-35.53627,144.961269,Not Selective
Hunter River High School,-32.781835,151.732798,Not Selective
Randwick Girls High School,-33.921832,151.23944,Not Selective
Kingsgrove North High School,-33.93398,151.097628,Not Selective
Asquith Girls High School,-33.689716,151.11275,Not Selective
Bass High School,-33.897941,150.989379,Not Selective
Blacktown Girls High School,-33.761976,150.910792,Partially Selective
Marsden High School,-33.803326,151.071124,Not Selective
Merrylands High School,-33.840847,150.96957,Not Selective
Northmead Creative and Performing Arts High School,-33.788092,150.999661,Not Selective
Port Hacking High School,-34.032395,151.097257,Not Selective
Seven Hills High School,-33.762705,150.94487,Not Selective
Chatswood High School,-33.800013,151.175324,Partially Selective
Hunter Sports High School,-32.985494,151.691142,Not Selective
James Ruse Agricultural High School,-33.780624,151.043204,Fully Selective
Blakehurst High School,-33.980406,151.11324,Not Selective
Caringbah High School,-34.034901,151.120399,Fully Selective
Moorefield Girls High School,-33.968311,151.137739,Not Selective
Riverside Girls High School,-33.840079,151.141467,Not Selective
Blacktown Boys High School,-33.762057,150.912543,Partially Selective
Asquith Boys High School,-33.692276,151.103016,Not Selective
Heathcote High School,-34.082295,151.01441,Not Selective
Kingsgrove High School,-33.948519,151.101653,Not Selective
Matraville Sports High School,-33.964747,151.244548,Not Selective
Sir Joseph Banks High School,-33.939698,151.020907,Not Selective
Strathfield South High School,-33.885382,151.071235,Not Selective
Auburn Girls High School,-33.84288,151.033681,Partially Selective
Bankstown Girls High School,-33.920754,151.032138,Not Selective
Beverly Hills Girls High School,-33.948461,151.078627,Not Selective
Bellingen High School,-30.455123,152.908442,Not Selective
Callaghan College Wallsend Campus,-32.89295,151.669289,Not Selective
Bonnyrigg High School,-33.894982,150.893167,Partially Selective
Cronulla High School,-34.038439,151.159056,Not Selective
Ingleburn High School,-34.005121,150.87152,Not Selective
J J Cahill Memorial High School,-33.927435,151.201835,Not Selective
Sefton High School,-33.879538,151.008799,Partially Selective
James Fallon High School,-36.060244,146.928971,Not Selective
Glenwood High School,-33.733029,150.937429,Not Selective
Chester Hill High School,-33.874032,150.995411,Not Selective
Wee Waa High School,-30.219777,149.457028,Not Selective
Lucas Heights Community School,-34.035778,151.004817,Not Selective
Coffs Harbour Senior College,-30.330173,153.102656,Not Selective
Cecil Hills High School,-33.895704,150.852043,Not Selective
Tuggerah Lakes Secondary College Tumbi Umbi Campus,-33.395596,151.454054,Not Selective
Glenmore Park High School,-33.791012,150.672564,Not Selective
Wyndham College,-33.724004,150.875297,Not Selective
Wadalba Community School,-33.264769,151.467432,Not Selective
Lake Munmorah High School,-33.189743,151.573699,Not Selective
Camden Haven High School,-31.639394,152.73608,Not Selective
Great Lakes College Senior Campus,-32.170528,152.50117,Not Selective
Banora Point High School,-28.215457,153.525324,Not Selective
Georges River College Oatley Senior Campus,-33.977001,151.081391,Not Selective
Mount Annan High School,-34.057371,150.760739,Not Selective
Cleveland Street Intensive English High School,-33.889068,151.20578,Not Selective
Great Lakes College Tuncurry Campus,-32.170596,152.501308,Not Selective
John Edmondson High School,-33.946,150.843226,Not Selective
Rouse Hill High School,-33.688142,150.934312,Not Selective
Kariong Mountains High School,-33.43039,151.296076,Not Selective
Corowa High School,-35.993008,146.381577,Not Selective
The Henry Lawson High School,-33.902722,148.163449,Not Selective
Kandos High School,-32.855738,149.974588,Not Selective
Kogarah High School,-33.961161,151.134227,Not Selective
Moree Secondary College Albert St Campus,-29.46645,149.842344,Not Selective
Mosman High School,-33.829677,151.243425,Not Selective
Murrumburrah High School,-34.559162,148.369808,Not Selective
Yass High School,-34.835474,148.911066,Not Selective
Tumut High School,-35.312212,148.219291,Not Selective
Condobolin High School,-33.091828,147.143195,Not Selective
Coonabarabran High School,-31.283104,149.285117,Not Selective
Gilgandra High School,-31.703431,148.666529,Not Selective
Nyngan High School,-31.561368,147.188882,Not Selective
Bourke High School,-30.091467,145.948761,Not Selective
Cobar High School,-31.501643,145.827881,Not Selective
Blayney High School,-33.531048,149.251081,Not Selective
Tenterfield High School,-29.053727,152.016829,Not Selective
Finley High School,-35.640413,145.571271,Not Selective
Maclean High School,-29.46644,153.20149,Not Selective
"Hastings Secondary College, Port Macquarie Campus",-31.433295,152.92069,Not Selective
Moruya High School,-35.920195,150.08015,Not Selective
Tweed River High School,-28.195651,153.541012,Not Selective
Gloucester High School,-32.016661,151.959556,Not Selective
The Forest High School,-33.750298,151.2298,Not Selective
Five Islands Secondary College,-34.489274,150.913541,Not Selective
Brisbane Water Secondary College Woy Woy Campus,-33.492687,151.323582,Not Selective
Picnic Point High School,-33.964344,151.011457,Not Selective
Pittwater High School,-33.668259,151.302664,Not Selective
Bankstown Senior College,-33.929121,151.022569,Not Selective
Castle Hill High School,-33.726635,150.999534,Not Selective
Nepean Creative and Performing Arts High School,-33.747745,150.668882,Not Selective
Westfields Sports High School,-33.866933,150.920432,Not Selective
Greystanes High School,-33.812495,150.940352,Not Selective
Gymea Technology High School,-34.029985,151.08338,Not Selective
Moss Vale High School,-34.551483,150.385294,Not Selective
Swansea High School,-33.104232,151.639823,Not Selective
Whitebridge High School,-32.972025,151.712234,Not Selective
Wingham High School,-31.867397,152.382261,Not Selective
West Wyalong High School,-33.915793,147.202014,Not Selective
Canley Vale High School,-33.884644,150.951658,Not Selective
Miller High School,-33.923589,150.881139,Not Selective
Pendle Hill High School,-33.793877,150.962194,Not Selective
Windsor High School,-33.618653,150.833554,Not Selective
Ashcroft High School,-33.920414,150.897272,Not Selective
Condell Park High School,-33.923579,151.001755,Not Selective
Doonside High School,-33.754708,150.874186,Not Selective
St Ives High School,-33.740147,151.167078,Not Selective
Lurnea High School,-33.941743,150.896043,Not Selective
Mitchell High School,-33.784795,150.915971,Not Selective
Endeavour Sports High School,-34.030083,151.117251,Not Selective
Erina High School,-33.440279,151.381503,Not Selective
South Grafton High School,-29.714229,152.929362,Not Selective
Mount Austin High School,-35.141908,147.353865,Not Selective
Georges River College Peakhurst Campus,-33.966882,151.056013,Not Selective
Scone High School,-32.05813,150.873111,Not Selective
Woonona High School,-34.345037,150.910102,Not Selective
West Wallsend High School,-32.910565,151.581083,Not Selective
The Hills Sports High School,-33.782184,150.938834,Not Selective
Morisset High School,-33.104657,151.486629,Not Selective
Chatham High School,-31.89577,152.480875,Not Selective
Ryde Secondary College,-33.813316,151.119176,Partially Selective
Ku-ring-gai High School,-33.690973,151.153809,Not Selective
Dubbo College South Campus,-32.270837,148.610687,Not Selective
Warilla High School,-34.563813,150.857991,Not Selective
Evans High School,-33.786512,150.889725,Not Selective
Killarney Heights High School,-33.771925,151.215215,Not Selective
Kotara High School,-32.947137,151.706868,Not Selective
Holroyd High School,-33.832906,150.951137,Not Selective
Engadine High School,-34.062141,151.019341,Not Selective
Woolooware High School,-34.039811,151.145595,Not Selective
Turramurra High School,-33.757307,151.114786,Not Selective
Granville South Creative and Performing Arts High School,-33.860626,150.997598,Not Selective
Kirrawee High School,-34.04348,151.073475,Not Selective
Pennant Hills High School,-33.733692,151.061087,Not Selective
Francis Greenway High School,-32.79698,151.66077,Not Selective
Warners Bay High School,-32.967703,151.653691,Not Selective
Gundagai High School,-35.057144,148.099421,Not Selective
Colyton High School,-33.777602,150.797336,Not Selective
Canobolas Rural Technology High School,-33.291759,149.121741,Not Selective
Springwood High School,-33.685057,150.550608,Not Selective
Carlingford High School,-33.765412,151.050764,Not Selective
Bomaderry High School,-34.844038,150.602725,Not Selective
Figtree High School,-34.438352,150.855197,Not Selective
Tumbarumba High School,-35.783098,148.018245,Not Selective
Coonamble High School,-30.955763,148.391351,Not Selective
Crookwell High School,-34.452754,149.466967,Not Selective
Dorrigo High School,-30.339222,152.705492,Not Selective
Barrenjoey High School,-33.63117,151.333926,Not Selective
Oxley High School,-31.077903,150.939078,Not Selective
Fairvale High School,-33.873614,150.929459,Not Selective
Killara High School,-33.756575,151.174102,Not Selective
Kingswood High School,-33.770416,150.715263,Not Selective
Chifley College Mount Druitt Campus,-33.744657,150.812884,Not Selective
James Busby High School,-33.908964,150.874039,Not Selective
Barham High School,-35.623,144.132055,Not Selective
Narromine High School,-32.229655,148.242585,Not Selective
Sylvania High School,-34.017367,151.103529,Not Selective
Baulkham Hills High School,-33.750227,150.991499,Fully Selective
Tuggerah Lakes Secondary College The Entrance Campus,-33.371256,151.476613,Not Selective
Glendale High School,-32.925928,151.642938,Not Selective
Henry Kendall High School,-33.420757,151.334496,Not Selective
Mulwaree High School,-34.728245,149.730169,Not Selective
Orara High School,-30.282811,153.112879,Not Selective
Wade High School,-34.282315,146.070718,Not Selective
Moree Secondary College Carol Ave Campus,-29.482075,149.840761,Not Selective
Dungog High School,-32.396819,151.750417,Not Selective
Chifley College Senior Campus,-33.769305,150.829855,Not Selective
Lake Illawarra High School,-34.541828,150.850426,Not Selective
Walgett Community College - High School,-30.027113,148.118967,Not Selective
Casula High School,-33.95123,150.8937,Not Selective
Kellyville High School,-33.707777,150.969921,Not Selective
Davidson High School,-33.74468,151.205465,Not Selective
Warrawong High School,-34.480163,150.875178,Not Selective
Galston High School,-33.660931,151.042348,Not Selective
Lambton High School,-32.917918,151.722034,Not Selective
Kooringal High School,-35.142886,147.381528,Partially Selective
Sydney Secondary College Balmain Campus,-33.858506,151.170052,Partially Selective
Hoxton Park High School,-33.92,150.86162,Not Selective
Bombala High School,-36.917647,149.231927,Not Selective
Eden Marine High School,-37.055009,149.90731,Not Selective
Chifley College Dunheved Campus,-33.749646,150.783093,Not Selective
Kanahooka High School,-34.494652,150.805362,Not Selective
Macintyre High School,-29.767546,151.129187,Not Selective
Willyama High School,-31.936552,141.473022,Not Selective
Duval High School,-30.494387,151.664264,Partially Selective
Airds High School,-34.086883,150.827109,Not Selective
Coomealla High School,-34.09598,142.060295,Not Selective
Ulladulla High School,-35.35821,150.47024,Not Selective
Chifley College Shalvey Campus,-33.730804,150.80574,Not Selective
James Meehan High School,-33.988351,150.892287,Not Selective
Muirfield High School,-33.764695,151.022294,Not Selective
Model Farms High School,-33.76943,150.971394,Not Selective
Girraween High School,-33.79989,150.944577,Fully Selective
Moorebank High School,-33.925772,150.958685,Partially Selective
Tomaree High School,-32.735884,152.1122,Not Selective
Billabong High School,-35.660874,147.043931,Not Selective
Fort Street High School,-33.890196,151.1529,Fully Selective
Murray High School,-36.035173,146.946383,Not Selective
Tempe High School,-33.91975,151.16094,Partially Selective
Sydney Secondary College Leichhardt Campus,-33.879463,151.159003,Partially Selective
Callaghan College Waratah Technology Campus,-32.904742,151.729165,Not Selective
Newcastle High School,-32.931677,151.758378,Not Selective
Merewether High School,-32.929684,151.734749,Fully Selective
Northern Beaches Secondary College Cromer Campus,-33.737765,151.284453,Not Selective
Narrabeen Sports High School,-33.700941,151.298401,Not Selective
Brisbane Water Secondary College Umina Campus,-33.507421,151.308139,Not Selective
Plumpton High School,-33.748126,150.835498,Not Selective
Gorokan High School,-33.242182,151.508233,Partially Selective
Cambridge Park High School,-33.752164,150.732892,Not Selective
"Denison College of Secondary Education, Kelso High Campus",-33.410541,149.61444,Not Selective
Canowindra High School,-33.55892,148.670951,Not Selective
Warialda High School,-29.547875,150.574806,Not Selective
"The Rivers Secondary College, Kadina High Campus",-28.81788,153.33864,Not Selective
Elderslie High School,-34.052603,150.715295,Not Selective
