School_name,Latitude,Longitude,Selective_school
Kurnell Public School,-34.010156,151.203773,Not Selective
Kurrajong Public School,-33.555196,150.662653,Not Selective
Kurrajong East Public School,-33.511172,150.77726,Not Selective
Kurrajong North Public School,-33.541815,150.639446,Not Selective
Kyogle Public School,-28.625165,153.003916,Not Selective
Ladysmith Public School,-35.208549,147.510963,Not Selective
Laggan Public School,-34.406246,149.527721,Not Selective
Laguna Public School,-32.992121,151.130526,Not Selective
Lake Albert Public School,-35.173563,147.37924,Not Selective
Lake Cargelligo Central School,-33.294836,146.373966,Not Selective
Lakemba Public School,-33.923615,151.070046,Not Selective
Lake Munmorah Public School,-33.1882,151.575559,Not Selective
Lake Wyangan Public School,-34.248183,146.034238,Not Selective
Lambton Public School,-32.911705,151.704134,Not Selective
Lane Cove Public School,-33.816514,151.169134,Not Selective
Lansdowne Public School,-31.783944,152.532056,Not Selective
Upper Lansdowne Public School,-31.705206,152.467389,Not Selective
La Perouse Public School,-33.978352,151.235423,Not Selective
Largs Public School,-32.700491,151.60564,Not Selective
Larnook Public School,-28.648612,153.114765,Not Selective
Laurieton Public School,-31.651768,152.797491,Not Selective
Lavington Public School,-36.037411,146.928265,Not Selective
Lawrence Public School,-29.491625,153.100368,Not Selective
Lawson Public School,-33.721217,150.428243,Not Selective
Leeton Public School,-34.546126,146.407232,Not Selective
Leura Public School,-33.711151,150.336733,Not Selective
Lidcombe Public School,-33.861019,151.046926,Not Selective
Lightning Ridge Central School,-29.425211,147.978614,Not Selective
Lindfield Public School,-33.78075,151.168917,Not Selective
Lindfield East Public School,-33.767479,151.18429,Not Selective
Lisarow Public School,-33.381283,151.376296,Not Selective
Lismore South Public School,-28.809502,153.262056,Not Selective
Lithgow Public School,-33.482092,150.160227,Not Selective
Llandilo Public School,-33.707237,150.751783,Not Selective
Lochinvar Public School,-32.700305,151.451988,Not Selective
Lockhart Central School,-35.222753,146.714747,Not Selective
Londonderry Public School,-33.647454,150.736905,Not Selective
Long Flat Public School,-31.437823,152.48612,Not Selective
Lowanna Public School,-30.20722,152.899923,Not Selective
Lowesdale Public School,-35.856229,146.368662,Not Selective
Luddenham Public School,-33.881331,150.691523,Not Selective
Lue Public School,-32.656339,149.844616,Not Selective
Lyndhurst Public School,-33.673266,149.044914,Not Selective
Macdonald Valley Public School,-33.321271,150.971993,Not Selective
Macksville Public School,-30.707763,152.917145,Not Selective
Maimuru Public School,-34.243066,148.214319,Not Selective
Maitland East Public School,-32.748991,151.585256,Not Selective
Malabar Public School,-33.962214,151.248559,Not Selective
Mandurama Public School,-33.65148,149.069495,Not Selective
Manifold Public School,-28.749066,153.077066,Not Selective
Manildra Public School,-33.184214,148.700122,Not Selective
Manly West Public School,-33.791875,151.268753,Not Selective
Maraylya Public School,-33.592681,150.916264,Not Selective
Pelican Flat Public School,-33.074333,151.648248,Not Selective
Maroota Public School,-33.455283,150.99365,Not Selective
Maroubra Bay Public School,-33.944236,151.253017,Not Selective
Marrar Public School,-34.828341,147.355155,Not Selective
Marsden Park Public School,-33.696425,150.833642,Not Selective
Martindale Public School,-32.458834,150.665723,Not Selective
Martins Creek Public School,-32.565996,151.623453,Not Selective
Martins Gully Public School,-30.523938,151.637256,Not Selective
Marulan Public School,-34.713399,150.006603,Not Selective
Mascot Public School,-33.928577,151.192485,Not Selective
Mathoura Public School,-35.816079,144.902097,Not Selective
Matong Public School,-34.770061,146.927303,Not Selective
Matraville Public School,-33.955064,151.229111,Not Selective
Mayfield East Public School,-32.89536,151.748666,Not Selective
Mayfield West Public School,-32.888697,151.730116,Not Selective
Mayrung Public School,-35.464317,145.30879,Not Selective
Meadow Flat Public School,-33.433726,149.920456,Not Selective
The Meadows Public School,-33.781365,150.942567,Not Selective
Medlow Public School,-30.779087,152.69016,Not Selective
Medowie Public School,-32.738245,151.85406,Not Selective
Megalong Public School,-33.715301,150.232582,Not Selective
Menai Public School,-34.01213,151.006587,Not Selective
Mendooran Central School,-31.818731,149.122445,Not Selective
Menindee Central School,-32.393368,142.41329,Not Selective
Merewether Public School,-32.937547,151.742152,Not Selective
Merimbula Public School,-36.886525,149.916952,Not Selective
Merriwa Central School,-32.145113,150.352867,Not Selective
Merrylands Public School,-33.840516,150.976047,Not Selective
Bonnells Bay Public School,-33.114489,151.516783,Not Selective
Michelago Public School,-35.705975,149.161716,Not Selective
Middle Dural Public School,-33.64496,151.023178,Not Selective
Middle Harbour Public School,-33.82282,151.2327,Not Selective
Milbrodale Public School,-32.696789,151.005819,Not Selective
Millers Forest Public School,-32.752067,151.703724,Not Selective
Millfield Public School,-32.889837,151.250774,Not Selective
Millthorpe Public School,-33.445146,149.185939,Not Selective
Milperra Public School,-33.942077,150.979779,Not Selective
Milton Public School,-35.314149,150.435816,Not Selective
Minmi Public School,-32.876125,151.617471,Not Selective
Minto Public School,-34.029979,150.847266,Not Selective
Miranda Public School,-34.034645,151.097405,Not Selective
Mitchells Island Public School,-31.896762,152.614054,Not Selective
Mittagong Public School,-34.448044,150.44438,Not Selective
Moama Public School,-36.115314,144.762821,Not Selective
Modanville Public School,-28.730204,153.297192,Not Selective
Mogo Public School,-35.786091,150.140569,Not Selective
Molong Central School,-33.098011,148.86389,Not Selective
Mona Vale Public School,-33.676998,151.300404,Not Selective
Monteagle Public School,-34.192994,148.34725,Not Selective
Moonbi Public School,-31.019752,151.073573,Not Selective
Moorland Public School,-31.769631,152.651174,Not Selective
Moree Public School,-29.466194,149.837564,Not Selective
Morisset Public School,-33.103543,151.489583,Not Selective
Morpeth Public School,-32.725663,151.632128,Not Selective
Mortdale Public School,-33.972901,151.080995,Not Selective
Mortlake Public School,-33.849829,151.103861,Not Selective
Moruya Public School,-35.912616,150.076453,Not Selective
Moss Vale Public School,-34.550639,150.366434,Not Selective
Moulamein Public School,-35.08927,144.032816,Not Selective
Mount George Public School,-31.880982,152.179633,Not Selective
Mount Hunter Public School,-34.07177,150.63643,Not Selective
Mount Kanwary Public School,-32.724187,151.699146,Not Selective
Mount Keira Public School,-34.411383,150.856224,Not Selective
Mount Kembla Public School,-34.432399,150.817114,Not Selective
Mount Pleasant Public School,-32.408483,151.188781,Not Selective
Mount Pritchard Public School,-33.899845,150.900007,Not Selective
Mount Victoria Public School,-33.591334,150.253883,Not Selective
Mudgee Public School,-32.59594,149.583964,Not Selective
Mulbring Public School,-32.901304,151.478563,Not Selective
Mulgoa Public School,-33.836505,150.650344,Not Selective
Mullaley Public School,-31.098657,149.906668,Not Selective
Mullengandra Public School,-35.900061,147.164683,Not Selective
Mullion Creek Public School,-33.139031,149.120501,Not Selective
Mullumbimby Public School,-28.552011,153.505937,Not Selective
Mulwala Public School,-35.987094,146.006624,Not Selective
Clergate Public School,-33.192057,149.112293,Not Selective
Mumbil Public School,-32.722371,149.052673,Not Selective
Mummulgum Public School,-28.848015,152.801645,Not Selective
Mungindi Central School,-28.9802,148.99085,Not Selective
Murringo Public School,-34.297202,148.515471,Not Selective
Murrumburrah Public School,-34.550826,148.359862,Not Selective
Murrurundi Public School,-31.762783,150.832187,Not Selective
Murwillumbah Public School,-28.329886,153.391139,Not Selective
Muswellbrook Public School,-32.25843,150.896369,Not Selective
Nabiac Public School,-32.097544,152.381902,Not Selective
Nambucca Heads Public School,-30.641695,153.006338,Not Selective
Nana Glen Public School,-30.135619,153.006206,Not Selective
Nangus Public School,-35.053902,147.909106,Not Selective
Naradhan Public School,-33.615639,146.327405,Not Selective
Narara Public School,-33.387915,151.362616,Not Selective
Narellan Public School,-34.042764,150.733769,Not Selective
Narrabeen Lakes Public School,-33.720323,151.297413,Not Selective
Narrabri Public School,-30.324942,149.785252,Not Selective
Narrabri West Public School,-30.344469,149.763906,Not Selective
Narrandera Public School,-34.744466,146.547854,Not Selective
Narromine Public School,-32.229903,148.244421,Not Selective
Nashdale Public School,-33.293794,149.013466,Not Selective
Tomaree Public School,-32.737699,152.113091,Not Selective
Nemingha Public School,-31.126524,151.004156,Not Selective
Neutral Bay Public School,-33.83261,151.219605,Not Selective
Neville Public School,-33.708658,149.216784,Not Selective
Newcastle East Public School,-32.930285,151.776915,Not Selective
New Lambton Public School,-32.922604,151.712784,Not Selective
Newport Public School,-33.660561,151.312237,Not Selective
Newrybar Public School,-28.717114,153.533055,Not Selective
Newtown North Public School,-33.891821,151.185392,Not Selective
Niangala Public School,-31.298041,151.408619,Not Selective
Nicholson Street Public School,-33.855744,151.193188,Not Selective
Nimbin Central School,-28.595871,153.220891,Not Selective
Nimmitabel Public School,-36.510937,149.289599,Not Selective
Narooma Public School,-36.218595,150.137335,Not Selective
Nords Wharf Public School,-33.135817,151.605087,Not Selective
Normanhurst Public School,-33.723332,151.098026,Not Selective
Northbridge Public School,-33.813034,151.218597,Not Selective
Northmead Public School,-33.786511,150.990753,Not Selective
North Rocks Public School,-33.768425,151.025148,Not Selective
North Star Public School,-28.926653,150.392891,Not Selective
North Sydney Public School,-33.834819,151.203685,Not Selective
Nowendoc Public School,-31.48295,151.71536,Not Selective
Nowra Public School,-34.879407,150.60052,Not Selective
Nulkaba Public School,-32.810691,151.34781,Not Selective
Nundle Public School,-31.459684,151.127429,Not Selective
Nymboida Public School,-29.947482,152.727964,Not Selective
Nyngan Public School,-31.568398,147.195259,Not Selective
Oakdale Public School,-34.078907,150.508197,Not Selective
Oaklands Central School,-35.552669,146.171768,Not Selective
The Oaks Public School,-34.078385,150.571724,Not Selective
Oakville Public School,-33.620452,150.87054,Not Selective
Oatley Public School,-33.983741,151.080332,Not Selective
Oberon Public School,-33.703254,149.864517,Not Selective
OConnell Public School,-33.524513,149.720076,Not Selective
Old Bar Public School,-31.972339,152.588536,Not Selective
Old Bonalbo Public School,-28.654622,152.597413,Not Selective
Old Guildford Public School,-33.867484,150.986508,Not Selective
Orange East Public School,-33.282069,149.113698,Not Selective
Orange Grove Public School,-33.872278,151.158678,Not Selective
Orara Upper Public School,-30.289005,153.01324,Not Selective
Orchard Hills Public School,-33.783029,150.721365,Not Selective
Otford Public School,-34.212198,151.001507,Not Selective
Ourimbah Public School,-33.354916,151.368168,Not Selective
Oxley Island Public School,-31.912342,152.568571,Not Selective
Padstow Park Public School,-33.954955,151.030882,Not Selective
Pallamallawa Public School,-29.473894,150.141464,Not Selective
Palmers Island Public School,-29.419567,153.28822,Not Selective
Pambula Public School,-36.925482,149.871813,Not Selective
Parkes Public School,-33.13229,148.176314,Not Selective
Parklea Public School,-33.725885,150.93476,Not Selective
Parramatta Public School,-33.81571,151.007732,Not Selective
Wooli Public School,-29.870923,153.265781,Not Selective
Parramatta North Public School,-33.803951,151.004694,Not Selective
Parramatta West Public School,-33.824472,150.990968,Not Selective
Paterson Public School,-32.602294,151.612319,Not Selective
Paxton Public School,-32.900993,151.284621,Not Selective
Peak Hill Central School,-32.728855,148.192111,Not Selective
Peakhurst Public School,-33.955402,151.062306,Not Selective
Peats Ridge Public School,-33.325841,151.23275,Not Selective
Pelaw Main Public School,-32.831923,151.484743,Not Selective
Pennant Hills Public School,-33.7358,151.068058,Not Selective
West Pennant Hills Public School,-33.746075,151.050491,Not Selective
Penrith Public School,-33.755926,150.70439,Not Selective
Penrose Public School,-34.669731,150.221344,Not Selective
Penshurst Public School,-33.962636,151.087702,Not Selective
Perthville Public School,-33.491052,149.550052,Not Selective
Picton Public School,-34.17624,150.609346,Not Selective
Pilliga Public School,-30.352248,148.889152,Not Selective
Pitt Town Public School,-33.583887,150.859638,Not Selective
Pleasant Hills Public School,-35.46651,146.798512,Not Selective
Plumpton Public School,-33.749158,150.838556,Not Selective
The Pocket Public School,-28.505414,153.479112,Not Selective
Pomona Public School,-34.025726,141.89493,Not Selective
Port Kembla Public School,-34.48609,150.914724,Not Selective
Portland Central School,-33.354772,149.979653,Not Selective
Port Macquarie Public School,-31.429869,152.913872,Not Selective
Premer Public School,-31.453553,149.900481,Not Selective
Prestons Public School,-33.94642,150.889961,Not Selective
Pretty Beach Public School,-33.528039,151.350019,Not Selective
Primbee Public School,-34.501421,150.882302,Not Selective
Punchbowl Public School,-33.930613,151.055905,Not Selective
Putney Public School,-33.824562,151.110973,Not Selective
Quaama Public School,-36.464226,149.86705,Not Selective
Quakers Hill Public School,-33.737467,150.885265,Not Selective
Quambone Public School,-30.930706,147.872001,Not Selective
Quandialla Public School,-34.010362,147.790454,Not Selective
Queanbeyan Public School,-35.357526,149.236154,Not Selective
Leppington Public School,-33.959269,150.810901,Not Selective
Raglan Public School,-33.428034,149.648098,Not Selective
Rainbow Street Public School,-33.924647,151.237164,Not Selective
Raleigh Public School,-30.450064,153.012586,Not Selective
Rand Public School,-35.596087,146.580442,Not Selective
Rankins Springs Public School,-33.83998,146.258245,Not Selective
Rappville Public School,-29.085815,152.95533,Not Selective
Raymond Terrace Public School,-32.767016,151.74001,Not Selective
Redhead Public School,-33.011646,151.711425,Not Selective
Red Range Public School,-29.776132,151.897373,Not Selective
Regents Park Public School,-33.885518,151.024693,Not Selective
Regentville Public School,-33.77728,150.668311,Not Selective
Repton Public School,-30.446021000000002,153.029037,Not Selective
Revesby Public School,-33.944449,151.017145,Not Selective
Richmond North Public School,-33.580591,150.716871,Not Selective
The Risk Public School,-28.476943,152.93397,Not Selective
Riverstone Public School,-33.678387,150.871019,Not Selective
Robertson Public School,-34.589625,150.592483,Not Selective
Rockdale Public School,-33.952626,151.141681,Not Selective
Rockley Public School,-33.69193,149.562554,Not Selective
The Rock Central School,-35.266335,147.115239,Not Selective
Whian Whian Public School,-28.638212,153.314317,Not Selective
Rocky River Public School,-30.612856,151.491788,Not Selective
Rollands Plains Upper Public School,-31.239302,152.631805,Not Selective
Rosebank Public School,-28.678336,153.388262,Not Selective
Rose Bay Public School,-33.873011,151.270962,Not Selective
Roseville Public School,-33.781883,151.188666,Not Selective
Rosewood Public School,-35.670202,147.860832,Not Selective
Ross Hill Public School,-29.770176,151.103091,Not Selective
Rossmore Public School,-33.946493,150.770857,Not Selective
Rous Public School,-28.870683,153.406624,Not Selective
Rouse Hill Public School,-33.679219,150.920985,Not Selective
Rugby Public School,-34.392245,148.992695,Not Selective
Rukenvale Public School,-28.468321,152.894396,Not Selective
Rydalmere Public School,-33.814317,151.044705,Not Selective
Ryde Public School,-33.812552,151.108015,Not Selective
North Ryde Public School,-33.794766,151.120042,Not Selective
West Ryde Public School,-33.808363,151.085097,Not Selective
Rye Park Public School,-34.521629,148.906651,Not Selective
Rylstone Public School,-32.795564,149.972877,Not Selective
St Johns Park Public School,-33.887204,150.899278,Not Selective
St Marys Public School,-33.768364,150.770634,Not Selective
St Peters Public School,-33.912993,151.176696,Not Selective
Salt Ash Public School,-32.787841,151.903848,Not Selective
Sans Souci Public School,-33.99499,151.12923,Not Selective
Savernake Public School,-35.732197,146.047569,Not Selective
Sawtell Public School,-30.363316,153.09764,Not Selective
Scarborough Public School,-34.266182,150.966036,Not Selective
Schofields Public School,-33.693115,150.875247,Not Selective
Seaham Public School,-32.662095,151.729362,Not Selective
Seven Hills North Public School,-33.759976,150.955041,Not Selective
Shellharbour Public School,-34.578968,150.865109,Not Selective
Shortland Public School,-32.881435,151.695063,Not Selective
Singleton Public School,-32.563135,151.171752,Not Selective
Smithfield Public School,-33.853583,150.933495,Not Selective
Smithtown Public School,-31.018188,152.941365,Not Selective
Sofala Public School,-33.082242,149.695172,Not Selective
Somersby Public School,-33.358368,151.291312,Not Selective
Somerton Public School,-30.938432,150.641556,Not Selective
South West Rocks Public School,-30.891502,153.039879,Not Selective
Spring Hill Public School,-33.399574,149.151294,Not Selective
Spring Ridge Public School,-31.392399,150.254649,Not Selective
Spring Terrace Public School,-33.393976,149.097369,Not Selective
Springwood Public School,-33.704613,150.573472,Not Selective
Stanwell Park Public School,-34.228715,150.984536,Not Selective
Warrawong Public School,-34.481367,150.877847,Not Selective
Stockinbingal Public School,-34.497611,147.883065,Not Selective
Stockton Public School,-32.910956,151.781095,Not Selective
Stokers Siding Public School,-28.393823,153.404371,Not Selective
Stratford Public School,-32.116885,151.93922,Not Selective
Stratheden Public School,-28.755713,152.937222,Not Selective
Strathfield North Public School,-33.854531,151.09204,Not Selective
Strathfield South Public School,-33.89078,151.084702,Not Selective
Stroud Public School,-32.402533,151.964239,Not Selective
Stroud Road Public School,-32.347986,151.932369,Not Selective
Stuart Town Public School,-32.802566,149.068273,Not Selective
Summer Hill Public School,-33.895815,151.135853,Not Selective
Sutherland Public School,-34.033001,151.059149,Not Selective
Sutton Public School,-35.165611,149.254979,Not Selective
Swansea Public School,-33.084061,151.636301,Not Selective
Sylvania Public School,-34.008118,151.112077,Not Selective
Tabulam Public School,-28.888649,152.568703,Not Selective
Tacoma Public School,-33.28298,151.458936,Not Selective
Tahmoor Public School,-34.227663,150.588951,Not Selective
Tallimba Public School,-33.993586,146.877792,Not Selective
Tallong Public School,-34.721496,150.083341,Not Selective
Tambar Springs Public School,-31.348351,149.827874,Not Selective
Tamworth Public School,-31.084712,150.935305,Not Selective
Tamworth West Public School,-31.09158,150.920563,Not Selective
Tanja Public School,-36.64029,149.975072,Not Selective
Tarago Public School,-35.067671,149.654751,Not Selective
Taralga Public School,-34.397974,149.820962,Not Selective
Tarcutta Public School,-35.279294,147.738339,Not Selective
Taree Public School,-31.910904,152.462158,Not Selective
Taren Point Public School,-34.01808,151.12269,Not Selective
Tathra Public School,-36.732802,149.979602,Not Selective
Tea Gardens Public School,-32.667785,152.157991,Not Selective
Telegraph Point Public School,-31.334143,152.793129,Not Selective
Temora Public School,-34.444843,147.535265,Not Selective
Tenambit Public School,-32.742528,151.604859,Not Selective
The Sir Henry Parkes Memorial Public School,-29.056081,152.026106,Not Selective
Teralba Public School,-32.962493,151.605976,Not Selective
Terara Public School,-34.866633,150.63038,Not Selective
Terranora Public School,-28.240248,153.499272,Not Selective
Terrey Hills Public School,-33.685723,151.222619,Not Selective
Terrigal Public School,-33.442449,151.438197,Not Selective
Tharbogang Public School,-34.26162,145.984922,Not Selective
Thirlmere Public School,-34.204832,150.569311,Not Selective
Thirroul Public School,-34.31521,150.918701,Not Selective
Thornton Public School,-32.779381,151.639454,Not Selective
Thurgoona Public School,-36.047283,146.983289,Not Selective
Tibooburra Outback Public School,-29.432133,142.010166,Not Selective
Tighes Hill Public School,-32.908099,151.751254,Not Selective
Central Tilba Public School,-36.315664,150.07194,Not Selective
Tingha Public School,-29.959145,151.213606,Not Selective
Tinonee Public School,-31.932855,152.413577,Not Selective
Tintinhull Public School,-31.085665,151.008427,Not Selective
Tirranna Public School,-34.821486,149.682068,Not Selective
Tocumwal Public School,-35.813862,145.56885,Not Selective
Tomerong Public School,-35.054973,150.587182,Not Selective
Tooleybuc Central School,-35.026575,143.338058,Not Selective
Main Arm Upper Public School,-28.498479,153.41241,Not Selective
Toomelah Public School,-28.670903,150.478952,Not Selective
Toongabbie Public School,-33.787181,150.966667,Not Selective
Tooraweenah Public School,-31.434763,148.912216,Not Selective
Toronto Public School,-33.00826,151.594778,Not Selective
Tottenham Central School,-32.245635,147.3521,Not Selective
Toukley Public School,-33.267795,151.550307,Not Selective
Towamba Public School,-37.084209,149.695158,Not Selective
Trangie Central School,-32.032544,147.979305,Not Selective
Tregeagle Public School,-28.854095,153.354412,Not Selective
Trundle Central School,-32.925365,147.709198,Not Selective
Trunkey Public School,-33.816498,149.326253,Not Selective
Tucabia Public School,-29.666698,153.106575,Not Selective
Tuggerah Public School,-33.312999,151.415571,Not Selective
Tullamore Central School,-32.636788,147.565993,Not Selective
Tullibigeal Central School,-33.422886,146.722678,Not Selective
Tumbarumba Public School,-35.77635,148.013814,Not Selective
Tumbulgum Public School,-28.273997,153.463358,Not Selective
Tumut Public School,-35.302393,148.218556,Not Selective
Tuntable Creek Public School,-28.63176,153.266152,Not Selective
Turramurra North Public School,-33.714724,151.147816,Not Selective
Tweed Heads Public School,-28.16951,153.541571,Not Selective
Tyalgum Public School,-28.354475,153.204978,Not Selective
Uki Public School,-28.415027,153.334263,Not Selective
Ulan Public School,-32.282054,149.743473,Not Selective
Ulladulla Public School,-35.355186,150.469434,Not Selective
Ulmarra Public School,-29.629006,153.030932,Not Selective
Ulong Public School,-30.243019,152.884857,Not Selective
Ultimo Public School,-33.877674,151.195607,Not Selective
Unanderra Public School,-34.445456,150.834704,Not Selective
Undercliffe Public School,-33.924086,151.138601,Not Selective
Ungarie Central School,-33.637104,146.977953,Not Selective
Urana Public School,-35.32746,146.267129,Not Selective
Urbenville Public School,-28.47348,152.545565,Not Selective
Urunga Public School,-30.495206,153.020428,Not Selective
Vacy Public School,-32.54218,151.577555,Not Selective
Vaucluse Public School,-33.850478,151.281166,Not Selective
Carramar Public School,-33.885512,150.969204,Not Selective
Vineyard Public School,-33.647352,150.857935,Not Selective
Wagga Wagga Public School,-35.10783,147.365841,Not Selective
North Wagga Public School,-35.096215,147.379513,Not Selective
South Wagga Public School,-35.119291,147.36681,Not Selective
Waitara Public School,-33.708119,151.111586,Not Selective
Wakool Burraboi Public School,-35.46632,144.393127,Not Selective
Walbundrie Public School,-35.687427,146.726779,Not Selective
Walcha Central School,-30.981805,151.604194,Not Selective
Walgett Community College - Primary School,-30.020291,148.11566,Not Selective
Walhallow Public School,-31.39507,150.426226,Not Selective
Wallabadah Public School,-31.541044,150.828256,Not Selective
Wallacia Public School,-33.862695,150.641613,Not Selective
Walla Walla Public School,-35.757961,146.900625,Not Selective
Wallendbeen Public School,-34.52524,148.159228,Not Selective
Wallerawang Public School,-33.41768,150.069793,Not Selective
Wallsend Public School,-32.908099,151.671582,Not Selective
West Wallsend Public School,-32.904606,151.580707,Not Selective
Wamoon Public School,-34.526015,146.330876,Not Selective
Wanaaring Public School,-29.705267,144.145456,Not Selective
Wangi Wangi Public School,-33.072298,151.582994,Not Selective
Waratah Public School,-32.905046,151.722576,Not Selective
Wardell Public School,-28.950252,153.468779,Not Selective
Warialda Public School,-29.541831,150.573638,Not Selective
Warners Bay Public School,-32.979971,151.648614,Not Selective
Warrawee Public School,-33.729484,151.121236,Not Selective
Warren Central School,-31.705114,147.836503,Not Selective
Waterfall Public School,-34.137598,150.995977,Not Selective
Wattle Flat Public School,-33.141545,149.692677,Not Selective
Wauchope Public School,-31.455935,152.729534,Not Selective
Wee Jasper Public School,-35.108785,148.673792,Not Selective
Weethalle Public School,-33.880024,146.619256,Not Selective
Wee Waa Public School,-30.223621,149.442587,Not Selective
Wellington Public School,-32.556883,148.943374,Not Selective
Wentworth Public School,-34.103249,141.918751,Not Selective
Wentworth Falls Public School,-33.714112,150.373525,Not Selective
Wentworthville Public School,-33.814004,150.968613,Not Selective
Werris Creek Public School,-31.348938,150.651466,Not Selective
Westdale Public School,-31.093714,150.873927,Not Selective
Weston Public School,-32.809043,151.461023,Not Selective
White Cliffs Public School,-30.850852,143.090278,Not Selective
Whitton-Murrami Public School,-34.518934,146.181248,Not Selective
Wiangaree Public School,-28.511356,152.965535,Not Selective
Wilberforce Public School,-33.558704,150.839763,Not Selective
Wilcannia Central School,-31.558478,143.37591,Not Selective
Willawarrin Public School,-30.925714,152.625518,Not Selective
Willoughby Public School,-33.802197,151.200123,Not Selective
Willow Tree Public School,-31.656802,150.729034,Not Selective
Athelstane Public School,-33.937445,151.138362,Not Selective
Wilsons Creek Public School,-28.570833,153.426178,Not Selective
Windellama Public School,-35.009988,149.833521,Not Selective
Windsor Public School,-33.610366,150.816413,Not Selective
Wingello Public School,-34.688162,150.153487,Not Selective
Wisemans Ferry Public School,-33.385958,150.984133,Not Selective
Wollar Public School,-32.356524,149.948851,Not Selective
Wollongbar Public School,-28.82699,153.420113,Not Selective
Wollongong West Public School,-34.424597,150.871509,Not Selective
Wolumla Public School,-36.832664,149.811656,Not Selective
Wombat Public School,-34.426627,148.245202,Not Selective
Wongarbon Public School,-32.333558,148.759119,Not Selective
Woodburn Public School,-29.07539,153.339292,Not Selective
Woodenbong Central School,-28.389728,152.610148,Not Selective
Woodstock Public School,-33.74594,148.849046,Not Selective
Woolbrook Public School,-30.970234,151.344607,Not Selective
Woolgoolga Public School,-30.112673,153.196501,Not Selective
Borenore Public School,-33.251005,148.984209,Not Selective
Woolomin Public School,-31.30177,151.14807,Not Selective
Woonona Public School,-34.345569,150.906806,Not Selective
Wyalong Public School,-33.923925,147.24207,Not Selective
West Wyalong Public School,-33.918502,147.204056,Not Selective
Wyangala Dam Public School,-33.966981,148.947211,Not Selective
Wyee Public School,-33.174833,151.482961,Not Selective
Wyndham Public School,-36.92962,149.64656,Not Selective
Wyong Public School,-33.271886,151.426188,Not Selective
Wyong Creek Public School,-33.267129,151.34807,Not Selective
Wyrallah Public School,-28.890407,153.305718,Not Selective
Yamba Public School,-29.439524,153.353157,Not Selective
Table Top Public School,-35.967573,147.007302,Not Selective
Yanco Public School,-34.597911,146.411211,Not Selective
Yanderra Public School,-34.320475,150.571244,Not Selective
Yarrowitch Public School,-31.25059,151.94821,Not Selective
Yass Public School,-34.837588,148.906865,Not Selective
Yenda Public School,-34.252389,146.198309,Not Selective
Yeoval Central School,-32.754375,148.649673,Not Selective
Yerong Creek Public School,-35.386787,147.060987,Not Selective
Yetman Public School,-28.902219,150.776261,Not Selective
Yoogali Public School,-34.299691,146.086176,Not Selective
Young Public School,-34.321407,148.290231,Not Selective
Edgeworth Public School,-32.922892,151.620387,Not Selective
Zig Zag Public School,-33.466136,150.182826,Not Selective
Pottsville Beach Public School,-28.377625,153.567798,Not Selective
Rowena Public School,-29.81393,148.91249,Not Selective
Dubbo West Public School,-32.251915,148.588301,Not Selective
Oyster Bay Public School,-34.00779,151.080693,Not Selective
Louth Public School,-30.535792,145.117942,Not Selective
Kemps Creek Public School,-33.882805,150.790299,Not Selective
Enngonia Public School,-29.318855,145.844482,Not Selective
Fairfield Heights Public School,-33.866094,150.940272,Not Selective
Scotts Head Public School,-30.749941,152.995226,Not Selective
Afterlee Public School,-28.582276,152.817857,Not Selective
Stuarts Point Public School,-30.818842,152.993686,Not Selective
Sussex Inlet Public School,-35.167302,150.584194,Not Selective
Cronulla South Public School,-34.06611,151.154201,Not Selective
St Georges Basin Public School,-35.090698,150.563917,Not Selective
Warwick Farm Public School,-33.909642,150.929409,Not Selective
Oxley Vale Public School,-31.058786,150.89498,Not Selective
Soldiers Point Public School,-32.709978,152.065351,Not Selective
Chester Hill Public School,-33.885597,151.00161,Not Selective
Georges Hall Public School,-33.912435,150.9922,Not Selective
South Coogee Public School,-33.933333,151.25409,Not Selective
Croppa Creek Public School,-29.125234,150.309397,Not Selective
Annangrove Public School,-33.667417,150.95255,Not Selective
Woronora River Public School,-34.026575,151.041114,Not Selective
Balgowlah Heights Public School,-33.805985,151.258754,Not Selective
Goulburn West Public School,-34.759172,149.700707,Not Selective
Riverwood Public School,-33.947208,151.046586,Not Selective
Warragamba Public School,-33.890924,150.60539,Not Selective
Belrose Public School,-33.727235,151.216645,Not Selective
Upper Coopers Creek Public School,-28.607149,153.401937,Not Selective
Wiripaang Public School,-32.984172,151.691355,Not Selective
Bundeena Public School,-34.086792,151.152422,Not Selective
Pymble Public School,-33.732269,151.141089,Not Selective
Condell Park Public School,-33.925486,151.013674,Not Selective
Avalon Public School,-33.639377,151.326739,Not Selective
Bald Face Public School,-33.996752,151.106905,Not Selective
Hamilton South Public School,-32.93344,151.753489,Not Selective
Lugarno Public School,-33.984956,151.044676,Not Selective
Oatley West Public School,-33.979006,151.065459,Not Selective
New Lambton South Public School,-32.931487,151.717578,Not Selective
Chullora Public School,-33.895371,151.060249,Not Selective
Tarrawanna Public School,-34.380764,150.890246,Not Selective
Sutherland North Public School,-34.026785,151.067084,Not Selective
Bathurst West Public School,-33.411002,149.559746,Not Selective
Gwynneville Public School,-34.417233,150.879364,Not Selective
Narraweena Public School,-33.7492,151.273639,Not Selective
Jannali Public School,-34.017945,151.060909,Not Selective
